"","Site","sdate","Year","Month","DOY","Precip","MaxT","lPrecip","wPrecip","wlPrecip","Chl_Median","D_Median","lD_Median","DO_Median","PctSat_Median","pH_Median","spCond_Median","T_Median"
"1314","S07",2015-05-14,2015,"May",134,0,20,0,7.95648,1.7122217428295,196.5068,0.14,0.131028262406404,9.31,88.5,NA,726,13.83
"1315","S07",2015-05-15,2015,"May",135,0,21.1,0,6.365184,1.3697773942636,226.5896,0.14,0.131028262406404,9.34,89.25,NA,832,13.81
"1316","S07",2015-05-16,2015,"May",136,0,17.2,0,5.0921472,1.09582191541088,245.3204,0.14,0.131028262406404,9.055,86.95,NA,898,13.29
"1317","S07",2015-05-17,2015,"May",137,0.8,23.3,0.587786664902119,4.07371776,0.876657532328703,272.1395,0.14,0.131028262406404,8.405,84.1,NA,992.5,16.235
"1318","S07",2015-05-18,2015,"May",138,0,16.1,0,3.898974208,1.17155535778466,271.7138,0.13,0.122217632724249,8.44,83.3,NA,991,15.475
"1319","S07",2015-05-19,2015,"May",139,4.6,18.3,1.7227665977411,3.1191793664,0.937244286227726,287.8904,0.14,0.131028262406404,7.79,76.9,NA,1048,14.41
"1320","S07",2015-05-20,2015,"May",140,0,19.4,0,4.2640830464,1.81298822449781,285.9038,0.14,0.131028262406404,8.6,83.15,NA,1041,14.405
"1321","S07",2015-05-21,2015,"May",141,0,20.6,0,3.3790541824,1.42221943121007,308.7497,0.13,0.122217632724249,8.675,82.95,NA,1121.5,13.37
"1322","S07",2015-05-22,2015,"May",142,0,19.4,0,2.617344,1.07466243239857,318.257,0.13,0.122217632724249,8.17,79.45,NA,1155,13.96
"1323","S07",2015-05-23,2015,"May",143,0,18.3,0,2.0938752,0.859729945918857,332.3051,0.13,0.122217632724249,8.605,80.85,NA,1204.5,12.915
"1324","S07",2015-05-24,2015,"May",144,0,28.3,0,1.67510016,0.687783956735086,358.5566,0.12,0.113328685307003,7.96,77.6,NA,1297,14.535
"1325","S07",2015-05-25,2015,"May",145,0.3,28.9,0.262364264467491,1.340080128,0.550227165388069,377.5712,0.12,0.113328685307003,7.185,73.55,NA,1364,15.745
"1326","S07",2015-05-26,2015,"May",146,0.8,32.8,0.587786664902119,1.3120641024,0.650073143884448,390.4841,0.12,0.113328685307003,6.785,72.4,NA,1409.5,17.22
"1327","S07",2015-05-27,2015,"May",147,0,26.1,0,1.603751936,0.927174734459766,404.816,0.12,0.113328685307003,5.93,65.7,NA,1460,20.06
"1328","S07",2015-05-28,2015,"May",148,9.4,26.7,2.34180580614733,1.2830015488,0.741739787567813,448.9469,0.13,0.122217632724249,6.28,67.6,NA,1615.5,19.425
"1329","S07",2015-05-29,2015,"May",149,0,25,0,8.05248,2.28185582007363,290.3027,0.15,0.139761942375159,6.93,73.55,NA,1056.5,18.43
"1330","S07",2015-05-30,2015,"May",150,0,28.9,0,6.441984,1.82548465605891,318.3989,0.13,0.122217632724249,6.735,73.3,NA,1155.5,18.955
"1331","S07",2015-05-31,2015,"May",151,24.1,22.8,3.22286784613774,5.1535872,1.46038772484712,200.7638,0.24,0.215111379616946,7.295,74.35,NA,741,18.09
"1332","S07",2015-06-01,2015,"Jun",152,30.5,10.6,3.44998754583159,23.40286976,3.74660445678789,79.4393,0.325,0.281412459438185,8.355,79,NA,313.5,12.91
"1333","S07",2015-06-02,2015,"Jun",153,16.5,10,2.86220088092947,43.122295808,5.75727360209558,57.0191,0.39,0.3293037471426,8.785,80.75,NA,234.5,11.48
"1334","S07",2015-06-03,2015,"Jun",154,0,16.1,0,47.6978366464,6.89557958642004,85.8248,0.23,0.207014169384326,9.005,84.3,NA,336,11.98
"1335","S07",2015-06-04,2015,"Jun",155,0,15.6,0,38.1260570624,5.48829252074786,116.6171,0.19,0.173953307123438,9.185,86.8,NA,444.5,12.98
"1336","S07",2015-06-05,2015,"Jun",156,0.8,14.4,0.587786664902119,30.414946304,4.3275209040288,155.7815,0.17,0.157003748809665,9.14,86.8,NA,582.5,13.865
"1337","S07",2015-06-06,2015,"Jun",157,0.8,22.8,0.587786664902119,24.9719570432,3.93224605514473,181.4654,0.17,0.157003748809665,8.48,83.55,NA,673,14.81
"1338","S07",2015-06-07,2015,"Jun",158,0,19.4,0,19.60824832,3.36457669226284,206.8655,0.15,0.139761942375159,8.745,85.45,NA,762.5,14.82
"1339","S07",2015-06-08,2015,"Jun",159,0,18.3,0,15.686598656,2.69166135381027,248.1584,0.14,0.131028262406404,8.425,84,NA,908,14.565
"1340","S07",2015-06-09,2015,"Jun",160,0,20,0,12.5492789248,2.15332908304822,258.0914,0.14,0.131028262406404,7.87,79.2,NA,943,15.515
"1341","S07",2015-06-10,2015,"Jun",161,0,27.2,0,7.451705344,1.37661046647629,278.8088,0.13,0.122217632724249,7.21,74.9,NA,1016,17.625
"1342","S07",2015-06-11,2015,"Jun",162,0,30,0,2.686451712,0.73084878115718,324.6425,0.13,0.122217632724249,6.56,70.75,NA,1177.5,19.18
"1343","S07",2015-06-12,2015,"Jun",163,4.6,26.7,1.7227665977411,0.37748736,0.277352545471382,377.855,0.12,0.113328685307003,6.06,65.75,NA,1365,19.125
"1344","S07",2015-06-13,2015,"Jun",164,0.3,29.4,0.262364264467491,3.981989888,1.60009531456999,346.2113,0.13,0.122217632724249,6.175,67.2,NA,1253.5,19.13
"1345","S07",2015-06-14,2015,"Jun",165,0,25.6,0,3.4255919104,1.48996766322998,380.1254,0.12,0.113328685307003,6.28,66.5,NA,1373,18.385
"1346","S07",2015-06-15,2015,"Jun",166,3.6,16.1,1.52605630349505,2.6545741824,1.1288610180145,374.3075,0.13,0.122217632724249,7.345,74.2,NA,1352.5,16.02
"1347","S07",2015-06-16,2015,"Jun",167,2.8,16.1,1.33500106673234,4.91776,2.06082074463815,322.514,0.13,0.122217632724249,7.35,73.3,NA,1170,15.37
"1348","S07",2015-06-17,2015,"Jun",168,0,23.9,0,6.174208,2.71665744909639,292.0055,0.13,0.122217632724249,7.48,77.55,NA,1062.5,16.73
"1349","S07",2015-06-18,2015,"Jun",169,0,22.2,0,4.9393664,2.17332595927711,330.1766,0.11,0.104360015324243,7.095,74.1,NA,1197,17.255
"1350","S07",2015-06-19,2015,"Jun",170,2.8,26.7,1.33500106673234,3.95149312,1.73866076742169,325.9196,0.13,0.122217632724249,6.945,73.9,NA,1182,18.03
"1351","S07",2015-06-20,2015,"Jun",171,0,20.6,0,5.401194496,2.45892946732323,349.1912,0.11,0.104360015324243,6.915,72.25,NA,1264,17.595
"1352","S07",2015-06-21,2015,"Jun",172,35.6,22.2,3.60004824040732,4.3209555968,1.96714357385858,76.7432,0.305,0.266203040774657,7.085,73.6,NA,304,17.175
"1353","S07",2015-06-22,2015,"Jun",173,3,22.2,1.38629436111989,31.4428432384,4.26877279651424,92.9198,0.21,0.19062035960865,7.555,79.15,NA,361,17.83
"1354","S07",2015-06-23,2015,"Jun",174,21.1,19.4,3.09557760852371,27.522062336,4.49588257771913,75.1823,0.28,0.246860077931526,7.425,77.7,NA,298.5,17.23
"1355","S07",2015-06-24,2015,"Jun",175,0,27.8,0,38.8976498688,6.07316814899427,78.3041,0.215,0.194744076792512,7.525,80.3,NA,309.5,18.48
"1356","S07",2015-06-25,2015,"Jun",176,0,25.6,0,30.7315728384,4.69467547131127,113.921,0.17,0.157003748809665,7.615,80.4,NA,435,18.4
"1357","S07",2015-06-26,2015,"Jun",177,0.3,19.4,0.262364264467491,24.28461056,3.6123957290055,157.0586,0.15,0.139761942375159,7.525,78.65,NA,587,17.74
"1358","S07",2015-06-27,2015,"Jun",178,0,21.1,0,19.667688448,3.0998079947784,197.642,0.14,0.131028262406404,7.845,81.65,NA,730,17.395
"1359","S07",2015-06-28,2015,"Jun",179,40.1,15,3.71600812150219,15.7341507584,2.47984639582272,62.4113,0.43,0.357674444271816,7.295,74.5,NA,253.5,15.595
"1360","S07",2015-06-29,2015,"Jun",180,0,20.6,0,44.366672896,4.81333896581641,53.0459,0.28,0.246860077931526,7.695,78.85,NA,220.5,15.41
"1361","S07",2015-06-30,2015,"Jun",181,0,23.9,0,35.4933383168,3.85067117265313,80.7164,0.2,0.182321556793955,7.815,81.8,NA,318,18.21
"1362","S07",2015-07-01,2015,"Jul",182,6.6,20,2.02814824729229,24.57214976,2.69398470170821,103.988,0.21,0.19062035960865,7.575,78.75,NA,400,17.26
"1363","S07",2015-07-02,2015,"Jul",183,0,25.6,0,24.6155972608,3.62885413560942,97.8863,0.19,0.173953307123438,7.745,81.8,NA,378.5,18.415
"1364","S07",2015-07-03,2015,"Jul",184,0,26.7,0,17.42688256,2.57069819371655,129.2462,0.16,0.148420005118273,7.69,81.35,NA,489,18.36
"1365","S07",2015-07-04,2015,"Jul",185,0,21.7,0,13.941506048,2.05655855497324,166.2821,0.15,0.139761942375159,7.805,81.15,NA,619.5,17.355
"1366","S07",2015-07-05,2015,"Jul",186,0,27.8,0,11.1532048384,1.64524684397859,181.4654,0.14,0.131028262406404,7.77,82.65,NA,673,18.33
"1367","S07",2015-07-06,2015,"Jul",187,0,27.8,0,8.890351616,1.2880263267947,201.899,0.14,0.131028262406404,7.5,81.7,NA,745,19.445
"1368","S07",2015-07-07,2015,"Jul",188,1,24.4,0.693147180559945,7.1122812928,1.03042106143576,221.3393,0.13,0.122217632724249,7.205,78.3,NA,813.5,20.09
"1369","S07",2015-07-08,2015,"Jul",189,0,28.9,0,2.18412032,0.979851259758507,244.7528,0.14,0.131028262406404,6.76,74.95,NA,896,20.525
"1370","S07",2015-07-09,2015,"Jul",190,0,22.2,0,1.747296256,0.783881007806806,249.5774,0.13,0.122217632724249,6.925,75.1,NA,913,19.465
"1371","S07",2015-07-10,2015,"Jul",191,0,28.9,0,1.3978370048,0.627104806245445,267.5987,0.12,0.113328685307003,6.625,72,NA,976.5,19.75
"1372","S07",2015-07-11,2015,"Jul",192,0,30.6,0,0.4096,0.283913085157354,302.0804,0.11,0.104360015324243,6.285,68.75,NA,1098,20.135
"1373","S07",2015-07-12,2015,"Jul",193,0,32.2,0,0.32768,0.227130468125883,334.5755,0.11,0.104360015324243,5.86,64.75,NA,1212.5,20.865
"1374","S07",2015-07-13,2015,"Jul",194,0,25.6,0,0.262144,0.181704374500706,365.5097,0.1,0.0953101798043249,4.985,55.85,NA,1321.5,21.12
"1375","S07",2015-07-14,2015,"Jul",195,0.3,24.4,0.262364264467491,0.2097152,0.145363499600565,406.6607,0.1,0.0953101798043249,4.965,55.25,NA,1466.5,20.215
"1376","S07",2015-07-15,2015,"Jul",196,0.3,27.8,0.262364264467491,0.40777216,0.326182211254445,426.5267,0.1,0.0953101798043249,4.17,46.1,NA,1536.5,20.365
"1377","S07",2015-07-16,2015,"Jul",197,0,24.4,0,0.566217728,0.470837180577549,433.9055,0.1,0.0953101798043249,5.915,62.7,NA,1562.5,18.165
"1378","S07",2015-07-17,2015,"Jul",198,0,23.3,0,0.3456,0.30224363266655,447.5279,0.09,0.0861776962410523,5.505,58.4,NA,1610.5,17.78
"1379","S07",2015-07-18,2015,"Jul",199,2.5,21.1,1.25276296849537,0.27648,0.24179490613324,477.4688,0.11,0.104360015324243,5.255,56.25,NA,1716,18.625
"1380","S07",2015-07-19,2015,"Jul",200,15.7,27.2,2.81540871942271,2.221184,1.19564629970289,428.5133,0.11,0.104360015324243,4.755,52.4,NA,1543.5,19.965
"1381","S07",2015-07-20,2015,"Jul",201,0,28.9,0,14.3369472,3.20884401530048,224.603,0.15,0.139761942375159,6.555,72.1,NA,825,20.645
"1382","S07",2015-07-21,2015,"Jul",202,0.3,21.1,0.262364264467491,11.46955776,2.56707521224038,248.726,0.12,0.113328685307003,5.855,64.75,NA,910,20.28
"1383","S07",2015-07-22,2015,"Jul",203,0,27.8,0,9.415646208,2.2635515813663,287.8904,0.11,0.104360015324243,5.535,60.2,NA,1048,19.655
"1384","S07",2015-07-23,2015,"Jul",204,0,25.6,0,7.5325169664,1.81084126509304,324.6425,0.1,0.0953101798043249,5.285,56.4,NA,1177.5,19.035
"1385","S07",2015-07-24,2015,"Jul",205,0,24.4,0,5.9938013184,1.42050186368626,356.57,0.1,0.0953101798043249,5.7,60.5,NA,1290,18.565
"1386","S07",2015-07-25,2015,"Jul",206,0,19.4,0,4.7628288,1.10823034256083,478.8878,0.09,0.0861776962410523,6.555,70.3,NA,1721,18.24
"1387","S07",2015-07-26,2015,"Jul",207,2.8,19.4,1.33500106673234,3.81026304,0.886584274048665,433.9055,0.11,0.104360015324243,6.94,73.75,NA,1562.5,17.815
"1388","S07",2015-07-27,2015,"Jul",208,0,25,0,5.288210432,1.7772682726248,393.6059,0.1,0.0953101798043249,6.73,73.65,NA,1420.5,19.49
"1389","S07",2015-07-28,2015,"Jul",209,0.5,28.3,0.405465108108164,3.9621328896,1.28730021861666,413.33,0.09,0.0861776962410523,6.31,70.3,NA,1490,20.58
"1390","S07",2015-07-29,2015,"Jul",210,0,31.1,0,1.883931648,1.05191005201001,464.2721,0.09,0.0861776962410523,5.92,67.65,NA,1669.5,21.315
"1391","S07",2015-07-30,2015,"Jul",211,2,30,1.09861228866811,1.5071453184,0.84152804160801,506.8421,0.09,0.0861776962410523,5.575,63.1,NA,1819.5,21.76
"1392","S07",2015-07-31,2015,"Jul",212,0,30,0,2.773504,1.52394111583272,510.5315,0.09,0.0861776962410523,5.73,65.25,NA,1832.5,22.025
"1393","S07",2015-08-01,2015,"Aug",213,0,30,0,2.2188032,1.21915289266618,514.6466,0.08,0.0769610411361283,5.77,63.5,NA,1847,20.315
"1394","S07",2015-08-02,2015,"Aug",214,0,27.2,0,1.77504256,0.975322314132942,552.9596,0.08,0.0769610411361283,5.625,60.2,NA,1982,19.815
"1395","S07",2015-08-03,2015,"Aug",215,3.8,27.2,1.56861591791385,1.420034048,0.780257851306354,593.8268,0.08,0.0769610411361283,4.95,54.95,NA,2126,19.64
"1396","S07",2015-08-04,2015,"Aug",216,1.3,26.7,0.832909122935104,4.1760272384,1.87909901537616,386.7947,0.135,0.126632650933366,6.715,74.6,NA,1396.5,20.04
"1397","S07",2015-08-05,2015,"Aug",217,0,27.8,0,4.08017408,2.0262618626055,219.7784,0.15,0.139761942375159,7.05,76.1,NA,808,19.255
"1398","S07",2015-08-06,2015,"Aug",218,0,26.7,0,3.264139264,1.6210094900844,247.307,0.11,0.104360015324243,6.965,74.45,NA,905,18.99
"1399","S07",2015-08-07,2015,"Aug",219,0,24.4,0,2.55762432,1.25327110759268,301.7966,0.09,0.0861776962410523,6.78,71.95,NA,1097,18.305
"1400","S07",2015-08-08,2015,"Aug",220,0,26.7,0,2.046099456,1.00261688607414,357.989,0.09,0.0861776962410523,6.435,67.9,NA,1295,18.24
"1401","S07",2015-08-09,2015,"Aug",221,0,25,0,1.4221312,0.684130912588982,392.6126,0.09,0.0861776962410523,6.31,67.9,NA,1417,18.295
"1402","S07",2015-08-10,2015,"Aug",222,0,25,0,1.13770496,0.547304730071186,445.2575,0.09,0.0861776962410523,5.885,62.95,NA,1602.5,18.515
"1403","S07",2015-08-11,2015,"Aug",223,28.4,19.4,3.38099467434464,0.910163968,0.437843784056949,482.1515,0.09,0.0861776962410523,5.865,63.6,NA,1732.5,18.7
"1404","S07",2015-08-12,2015,"Aug",224,0,26.7,0,23.4481311744,3.05507076672127,144.0038,0.17,0.157003748809665,7,76.3,NA,541,19.345
"1405","S07",2015-08-13,2015,"Aug",225,0,25,0,18.3504830464,2.27562776169139,169.4039,0.13,0.122217632724249,7.305,78.35,NA,630.5,19.565
"1406","S07",2015-08-14,2015,"Aug",226,0,26.7,0,14.5408,1.73106927326445,210.8387,0.11,0.104360015324243,6.925,75.05,NA,776.5,19.485
"1407","S07",2015-08-15,2015,"Aug",227,4.3,29.4,1.66770682055808,11.63264,1.38485541861156,242.1986,0.1,0.0953101798043249,6.325,69.9,NA,887,20.5
"1408","S07",2015-08-16,2015,"Aug",228,0,29.4,0,12.746112,2.44204979133571,194.804,0.12,0.113328685307003,6.405,73,NA,720,21.45
"1409","S07",2015-08-17,2015,"Aug",229,0,31.7,0,10.1968896,1.95363983306857,234.2522,0.1,0.0953101798043249,5.745,64.75,NA,859,22.01
"1410","S07",2015-08-18,2015,"Aug",230,0,30,0,8.15751168,1.56291186645486,276.5384,0.095,0.0907543632684641,5.365,61.15,NA,1008,22.225
"1411","S07",2015-08-19,2015,"Aug",231,0,28.3,0,6.526009344,1.25032949316388,314.8514,0.09,0.0861776962410523,5.07,59.9,NA,1143,22.62
"1412","S07",2015-08-20,2015,"Aug",232,0.3,23.9,0.262364264467491,5.2208074752,1.00026359453111,354.4415,0.09,0.0861776962410523,5.04,57.65,NA,1282.5,21.68
"1413","S07",2015-08-21,2015,"Aug",233,15,22.8,2.77258872223978,1.3672192,0.647070748342369,133.9289,0.205,0.186479566942618,6.44,72.85,NA,505.5,21.305
"1414","S07",2015-08-22,2015,"Aug",234,0,25.6,0,13.09377536,2.73572757646572,134.2127,0.17,0.157003748809665,6.825,76.75,NA,506.5,20.945
"1415","S07",2015-08-23,2015,"Aug",235,8.9,21.1,2.29253475714054,10.475020288,2.18858206117258,137.4764,0.19,0.173953307123438,6.685,74.15,NA,518,20.385
"1416","S07",2015-08-24,2015,"Aug",236,0,26.1,0,15.5000162304,3.5848934546505,146.1323,0.16,0.148420005118273,6.83,77.1,NA,548.5,20.6
"1417","S07",2015-08-25,2015,"Aug",237,1.3,23.9,0.832909122935104,11.938304,2.68884610738007,171.3905,0.14,0.131028262406404,6.35,71.2,NA,637.5,20.825
"1418","S07",2015-08-26,2015,"Aug",238,0,26.7,0,10.5906432,2.81740418425214,196.9325,0.13,0.122217632724249,6.195,70.8,NA,727.5,21.4
"1419","S07",2015-08-27,2015,"Aug",239,0,26.1,0,8.47251456,2.25392334740171,224.0354,0.12,0.113328685307003,6.17,68.55,NA,823,21.03
"1420","S07",2015-08-28,2015,"Aug",240,0,25,0,6.778011648,1.80313867792137,246.4556,0.11,0.104360015324243,5.97,65.15,NA,902,19.57
"1421","S07",2015-08-29,2015,"Aug",241,0,23.9,0,5.4224093184,1.4425109423371,271.9976,0.11,0.104360015324243,5.93,63.8,NA,992,19.17
"1422","S07",2015-08-30,2015,"Aug",242,0,27.2,0,4.3057152,1.1258376054815,295.2692,0.1,0.0953101798043249,5.49,60.45,NA,1074,19.79
"1423","S07",2015-08-31,2015,"Aug",243,0,30,0,1.833959424,0.602965637203245,310.8782,0.1,0.0953101798043249,5.035,54.5,NA,1129,20.09
"1424","S07",2015-09-01,2015,"Sep",244,0,26.7,0,1.4671675392,0.482372509762596,345.6437,0.09,0.0861776962410523,4.415,48.25,NA,1251.5,19.88
"1425","S07",2015-09-02,2015,"Sep",245,0,28.9,0,0.218103808,0.139738962638528,377.0036,0.09,0.0861776962410523,4.25,45.95,NA,1362,18.89
"1426","S07",2015-09-03,2015,"Sep",246,0.5,30,0.405465108108164,0.1744830464,0.111791170110822,383.8148,0.18,0.165514438477573,4.29,46.7,NA,1386,20.195
"1427","S07",2015-09-04,2015,"Sep",247,0,22.2,0,0.4,0.324372086486532,361.2527,0.18,0.165514438477573,4.725,51.1,NA,1306.5,19.39
"1428","S07",2015-09-05,2015,"Sep",248,0,25.6,0,0.32,0.259497669189225,388.3556,0.18,0.165514438477573,4.83,49.05,NA,1402,17.11
"1429","S07",2015-09-06,2015,"Sep",249,0,27.8,0,0.256,0.20759813535138,401.978,0.17,0.157003748809665,4.37,45.85,NA,1450,17.24
"1430","S07",2015-09-07,2015,"Sep",250,0,33.3,0,0.2048,0.166078508281104,453.3458,0.17,0.157003748809665,3.345,35.75,NA,1631,18.235
"1431","S07",2015-09-08,2015,"Sep",251,0,31.7,0,0.16384,0.132862806624883,487.9694,0.17,0.157003748809665,2.18,23.95,NA,1753,20.17
"1432","S07",2015-09-09,2015,"Sep",252,0.8,30,0.587786664902119,0.131072,0.106290245299907,512.3762,0.18,0.165514438477573,2.585,29.55,NA,1839,20.93
"1433","S07",2015-09-10,2015,"Sep",253,0,25.6,0,0.7448576,0.555261528161621,553.3853,0.18,0.165514438477573,2.705,30.5,NA,1983.5,20.88
"1434","S07",2015-09-11,2015,"Sep",254,13.2,22.8,2.65324196460721,0.59588608,0.444209222529297,202.4666,0.24,0.215111379616946,6.755,72.5,NA,747,19.15
"1435","S07",2015-09-12,2015,"Sep",255,0,23.3,0,11.036708864,2.47796094970921,201.1895,0.2,0.182321556793955,6.22,65.5,NA,742.5,18.25
"1436","S07",2015-09-13,2015,"Sep",256,14,16.7,2.70805020110221,8.77568,1.93883227529253,234.9617,0.19,0.173953307123438,5.865,62.15,NA,861.5,17.96
"1437","S07",2015-09-14,2015,"Sep",257,0.8,22.8,0.587786664902119,18.220544,3.71750598111579,129.6719,0.25,0.22314355131421,7.205,76,NA,490.5,18.02
"1438","S07",2015-09-15,2015,"Sep",258,0,28.3,0,15.2164352,3.44423411681433,173.3771,0.21,0.19062035960865,6.72,71.65,NA,644.5,18.165
"1439","S07",2015-09-16,2015,"Sep",259,0,29.4,0,12.17314816,2.75538729345146,202.3247,0.2,0.182321556793955,6.22,65.7,NA,746.5,18.665
"1440","S07",2015-09-17,2015,"Sep",260,0,27.8,0,9.738518528,2.20430983476117,230.9885,0.19,0.173953307123438,5.53,59,NA,847.5,19.05
"1441","S07",2015-09-18,2015,"Sep",261,0,28.3,0,7.7908148224,1.76344786780894,268.592,0.18,0.165514438477573,5.005,53.15,NA,980,18.97
"1442","S07",2015-09-19,2015,"Sep",262,0,23.9,0,6.146752512,1.34764518167766,296.972,0.18,0.165514438477573,4.56,48.25,NA,1080,18.685
"1443","S07",2015-09-20,2015,"Sep",263,0.3,22.2,0.262364264467491,4.9174020096,1.07811614534213,332.3051,0.18,0.165514438477573,4.525,48.6,NA,1204.5,18.545
"1444","S07",2015-09-21,2015,"Sep",264,0,20.6,0,2.7565824,0.787494641188626,346.7789,0.18,0.165514438477573,5.5,54.15,NA,1255.5,14.995
"1445","S07",2015-09-22,2015,"Sep",265,0,18.3,0,2.20526592,0.629995712950901,365.3678,0.18,0.165514438477573,5.635,55.15,NA,1321,14.705
"1446","S07",2015-09-23,2015,"Sep",266,0,23.3,0,0.2609741824,0.213221894119215,383.2472,0.18,0.165514438477573,5.76,55.4,NA,1384,14.095
"1447","S07",2015-09-24,2015,"Sep",267,0,23.3,0,0.12288,0.107464402725884,407.0864,0.18,0.165514438477573,5.3,51.3,NA,1468,14.375
"1448","S07",2015-09-25,2015,"Sep",268,0,17.2,0,0.098304,0.0859715221807075,415.3166,0.18,0.165514438477573,5.65,54.15,NA,1497,13.65
"1449","S07",2015-09-26,2015,"Sep",269,0,17.2,0,0.0786432,0.068777217744566,439.0139,0.17,0.157003748809665,6.27,57.5,NA,1580.5,11.885
"1450","S07",2015-09-27,2015,"Sep",270,0,19.4,0,0.06291456,0.0550217741956528,454.7648,0.17,0.157003748809665,6.46,57.45,NA,1636,10.345
"1451","S07",2015-09-28,2015,"Sep",271,0,23.3,0,0.050331648,0.0440174193565222,410.0663,0.17,0.157003748809665,5.46,50.75,NA,1478.5,11.64
"1452","S07",2015-09-29,2015,"Sep",272,8.6,23.9,2.26176309847379,0.0402653184,0.0352139354852178,385.0919,0.17,0.157003748809665,2.985,29.4,NA,1390.5,14.745
"1453","S07",2015-09-30,2015,"Sep",273,141.2,20.6,4.95723451736914,6.88,1.80941047877903,27.0782,0.37,0.314810739840034,7.085,74.75,NA,129,17.475
"1454","S07",2015-10-01,2015,"Oct",274,0,16.7,0,118.464,5.41331599691854,39.7073,0.11,0.104360015324243,7.29,72.25,NA,173.5,15.12
"1455","S07",2015-10-02,2015,"Oct",275,0,12.8,0,94.7712,4.33065279753483,62.9789,0.11,0.104360015324243,8.4,79.65,NA,255.5,13.28
"1456","S07",2015-10-03,2015,"Oct",276,0,14.4,0,75.81696,3.46452223802787,73.6214,0.12,0.113328685307003,8.95,82.6,NA,293,12.13
"1457","S07",2015-10-04,2015,"Oct",277,0,14.4,0,60.653568,2.77161779042229,NA,0.11,0.104360015324243,NA,NA,NA,NA,11.33
"1458","S07",2015-10-05,2015,"Oct",278,0,16.1,0,48.5228544,2.21729423233783,NA,0.11,0.104360015324243,NA,NA,NA,NA,10.205
"1459","S07",2016-03-28,2016,"Mar",88,23.4,6.1,3.19458313229916,4.37035008,1.66793202082894,NA,NA,NA,NA,NA,NA,NA,NA
"1460","S07",2016-03-29,2016,"Mar",89,0,8.3,0,22.216280064,3.89001212250248,NA,NA,NA,NA,NA,NA,NA,NA
"1461","S07",2016-03-30,2016,"Mar",90,0,9.4,0,17.7730240512,3.11200969800198,NA,NA,NA,NA,NA,NA,NA,NA
"1462","S07",2016-03-31,2016,"Mar",91,0,22.2,0,13.3701632,2.25488228987736,287.26604,NA,NA,11.005,100.75,NA,1045.8,NA
"1463","S07",2016-04-01,2016,"Apr",92,1.8,17.8,1.02961941718116,10.69613056,1.80390583190189,309.50177,0.063,0.0610950993598109,10.515,96.45,NA,1124.15,12.2555
"1464","S07",2016-04-02,2016,"Apr",93,1.3,11.7,0.832909122935104,9.996904448,2.26682019926644,341.96849,0.063,0.0610950993598109,11,96.35,NA,1238.55,8.978
"1465","S07",2016-04-03,2016,"Apr",94,0.5,3.3,0.405465108108164,8.8764622848,2.38139748958555,338.77574,0.06,0.0582689081239758,12.82,97.95,NA,1227.3,5.552
"1466","S07",2016-04-04,2016,"Apr",95,1.5,-3.8,0.916290731874155,7.06093568,2.0545517072685,362.62913,0.0405,0.0397013668515521,14.105,100.35,NA,1311.35,1.548
"1467","S07",2016-04-05,2016,"Apr",96,0,2.8,0,6.848748544,2.37667395131412,438.41792,0.0405,0.0397013668515521,13.855,99.75,NA,1578.4,2.249
"1468","S07",2016-04-06,2016,"Apr",97,0.5,4.4,0.405465108108164,5.4789988352,1.9013391610513,398.77106,0.04,0.0392207131532813,13.97,100.85,NA,1438.7,2.8365
"1469","S07",2016-04-07,2016,"Apr",98,12.2,10,2.58021682959233,2.2706432,1.50242766338812,421.4183,0.047,0.0459289318883998,12.54,95.15,NA,1518.5,5.1925
"1470","S07",2016-04-08,2016,"Apr",99,0,12.8,0,11.57651456,3.26611559438435,224.95775,0.096,0.0916671885258238,11.14,95.05,NA,826.25,7.6315
"1471","S07",2016-04-09,2016,"Apr",100,0,8.3,0,9.261211648,2.61289247550748,274.4099,0.048,0.0468835858988504,12.27,99.7,NA,1000.5,6.4205
"1472","S07",2016-04-10,2016,"Apr",101,0,8.3,0,7.4089693184,2.09031398040599,314.35475,0.043,0.0421011760186354,12.845,100.6,NA,1141.25,5.501
"1473","S07",2016-04-11,2016,"Apr",102,0.3,10,0.262364264467491,5.7339019264,1.5616966412218,347.28974,0.04,0.0392207131532813,12.775,101.55,NA,1257.3,5.244
"1474","S07",2016-04-12,2016,"Apr",103,6.4,11.1,2.00148000021012,4.687535104,1.36981578846277,354.41312,0.061,0.0592118596318461,11.485,94.6,NA,1282.4,6.877
"1475","S07",2016-04-13,2016,"Apr",104,0,12.2,0,8.816340992,2.65350014646348,278.93651,0.051,0.0497420918948141,12.49,100.55,NA,1016.45,6.4705
"1476","S07",2016-04-14,2016,"Apr",105,0,13.3,0,6.89201152,2.0244141489951,310.23965,0.044,0.043059489460447,12.22,101,NA,1126.75,7.582
"1477","S07",2016-04-15,2016,"Apr",106,0,15,0,5.513609216,1.61953131919608,346.23968,0.036,0.0353671438372913,12.38,101.65,NA,1253.6,7.682
"1478","S07",2016-04-16,2016,"Apr",107,0,15.6,0,4.3572002816,1.25208857088202,374.27912,0.032,0.031498667059371,12.11,100.9,NA,1352.4,8.232
"1479","S07",2016-04-17,2016,"Apr",108,0,15.6,0,2.1757952,0.72462218421342,403.26929,0.03,0.0295588022415444,11.815,99.8,NA,1454.55,9.0275
