"","sdate","Site","Year","Month","Precip","PPrecip","MaxT","D_Median","ClassCDO","ClassBDO","ClassC_PctSat","ClassB_PctSat","ClassCBoth","ClassBBoth","ChlCCC","ChlCMC","MaxT_ex","AvgT_ex"
"2100",2018-06-11,"S01",2018,6,0,0,194,0.2175,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2101",2018-06-12,"S01",2018,6,0,0,289,0.215,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2102",2018-06-13,"S01",2018,6,0,0,278,0.216,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2103",2018-06-14,"S01",2018,6,18,0,239,0.215,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2104",2018-06-15,"S01",2018,6,0,18,206,0.1995,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"2105",2018-06-16,"S01",2018,6,0,0,294,0.193,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"2106",2018-06-17,"S01",2018,6,0,0,206,0.193,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"2107",2018-06-18,"S01",2018,6,277,0,328,0.193,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"2108",2018-06-19,"S01",2018,6,13,277,256,0.288,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2109",2018-06-20,"S01",2018,6,0,13,256,0.2225,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2110",2018-06-21,"S01",2018,6,0,0,233,0.214,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2111",2018-06-22,"S01",2018,6,0,0,211,0.214,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2112",2018-06-23,"S01",2018,6,46,0,189,0.211,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2113",2018-06-24,"S01",2018,6,3,46,228,0.219,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2114",2018-06-25,"S01",2018,6,8,3,217,0.2145,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2115",2018-06-26,"S01",2018,6,0,8,244,0.2085,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2116",2018-06-27,"S01",2018,6,10,0,278,0.204,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2117",2018-06-28,"S01",2018,6,351,10,194,0.4445,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2118",2018-06-29,"S01",2018,6,0,351,294,0.2635,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2119",2018-06-30,"S01",2018,6,0,0,294,0.2225,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2120",2018-07-01,"S01",2018,7,13,0,311,0.221,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2121",2018-07-02,"S01",2018,7,0,13,244,0.215,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2122",2018-07-03,"S01",2018,7,0,0,311,0.2105,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2123",2018-07-04,"S01",2018,7,0,0,339,0.21,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2124",2018-07-05,"S01",2018,7,0,0,317,0.205,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2125",2018-07-06,"S01",2018,7,23,0,306,0.213,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2126",2018-07-07,"S01",2018,7,0,23,256,0.202,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2127",2018-07-08,"S01",2018,7,0,0,267,0.199,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2128",2018-07-09,"S01",2018,7,0,0,289,0.195,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2129",2018-07-10,"S01",2018,7,0,0,317,0.176,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"2130",2018-07-11,"S01",2018,7,0,0,261,0.176,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"2131",2018-07-12,"S01",2018,7,0,0,272,0.174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"2132",2018-07-13,"S01",2018,7,0,0,244,0.174,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2133",2018-07-14,"S01",2018,7,0,0,222,0.174,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2134",2018-07-15,"S01",2018,7,0,0,239,0.1735,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2135",2018-07-16,"S01",2018,7,0,0,256,0.174,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2136",2018-07-17,"S01",2018,7,297,0,267,0.175,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2137",2018-07-18,"S01",2018,7,0,297,267,0.241,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2138",2018-07-19,"S01",2018,7,0,0,256,0.1895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2139",2018-07-20,"S01",2018,7,0,0,272,0.1805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2140",2018-07-21,"S01",2018,7,0,0,244,0.177,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"2141",2018-07-22,"S01",2018,7,84,0,211,0.2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2142",2018-07-23,"S01",2018,7,18,84,256,0.207,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2143",2018-07-24,"S01",2018,7,0,18,239,0.187,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2144",2018-07-25,"S01",2018,7,0,0,261,0.183,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2145",2018-07-26,"S01",2018,7,267,0,256,0.3475,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2146",2018-07-27,"S01",2018,7,173,267,272,0.2545,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2147",2018-07-28,"S01",2018,7,38,173,272,0.241,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2148",2018-07-29,"S01",2018,7,0,38,278,0.2235,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2149",2018-07-30,"S01",2018,7,0,0,272,0.192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2150",2018-07-31,"S01",2018,7,0,0,278,0.185,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2151",2018-08-01,"S01",2018,8,208,0,261,0.184,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2152",2018-08-02,"S01",2018,8,0,208,322,0.2855,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"2153",2018-08-03,"S01",2018,8,140,0,306,0.204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"2154",2018-08-04,"S01",2018,8,155,140,256,0.3445,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"2155",2018-08-05,"S01",2018,8,0,155,283,0.252,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"2156",2018-08-06,"S01",2018,8,0,0,339,0.207,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"2157",2018-08-07,"S01",2018,8,0,0,339,0.196,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2158",2018-08-08,"S01",2018,8,15,0,283,0.193,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2159",2018-08-09,"S01",2018,8,3,15,311,0.1955,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2160",2018-08-10,"S01",2018,8,0,3,283,0.187,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2161",2018-08-11,"S01",2018,8,0,0,239,0.182,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2162",2018-08-12,"S01",2018,8,76,0,211,0.236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2163",2018-08-13,"S01",2018,8,0,76,217,0.195,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2164",2018-08-14,"S01",2018,8,89,0,239,0.26,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2165",2018-08-15,"S01",2018,8,0,89,283,0.089,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2166",2018-08-16,"S01",2018,8,0,0,294,0.076,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2167",2018-08-17,"S01",2018,8,69,0,250,0.068,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2168",2018-08-18,"S01",2018,8,25,69,278,0.135,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2169",2018-08-19,"S01",2018,8,0,25,239,0.076,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2170",2018-08-20,"S01",2018,8,0,0,228,0.067,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2171",2018-08-21,"S01",2018,8,0,0,222,0.063,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2172",2018-08-22,"S01",2018,8,193,0,261,0.1745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2173",2018-08-23,"S01",2018,8,0,193,250,0.096,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2174",2018-08-24,"S01",2018,8,0,0,267,0.073,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2175",2018-08-25,"S01",2018,8,0,0,250,0.071,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2176",2018-08-26,"S01",2018,8,0,0,244,0.0675,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2177",2018-08-27,"S01",2018,8,0,0,300,0.065,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2178",2018-08-28,"S01",2018,8,0,0,339,0.063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2179",2018-08-29,"S01",2018,8,0,0,317,0.062,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2180",2018-08-30,"S01",2018,8,0,0,283,0.061,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2181",2018-08-31,"S01",2018,8,0,0,217,0.055,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2182",2018-09-01,"S01",2018,9,0,0,217,0.053,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2183",2018-09-02,"S01",2018,9,0,0,256,0.053,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2184",2018-09-03,"S01",2018,9,0,0,322,0.052,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2185",2018-09-04,"S01",2018,9,0,0,306,0.053,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2186",2018-09-05,"S01",2018,9,0,0,272,0.051,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2187",2018-09-06,"S01",2018,9,94,0,333,0.0535,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2188",2018-09-07,"S01",2018,9,0,94,211,0.0865,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2189",2018-09-08,"S01",2018,9,0,0,194,0.0665,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2190",2018-09-09,"S01",2018,9,0,0,172,0.058,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2191",2018-09-10,"S01",2018,9,160,0,172,0.055,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2192",2018-09-11,"S01",2018,9,528,160,233,0.3955,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"2193",2018-09-12,"S01",2018,9,0,528,211,0.1315,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2194",2018-09-13,"S01",2018,9,10,0,239,0.1135,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2195",2018-09-14,"S01",2018,9,0,10,250,0.099,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2196",2018-09-15,"S01",2018,9,0,0,239,0.093,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2197",2018-09-16,"S01",2018,9,0,0,289,0.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2198",2018-09-17,"S01",2018,9,0,0,278,0.085,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2199",2018-09-18,"S01",2018,9,137,0,250,0.1645,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2200",2018-09-19,"S01",2018,9,0,137,183,0.111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"2201",2018-09-20,"S01",2018,9,18,0,167,0.101,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2202",2018-09-21,"S01",2018,9,0,18,189,0.091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2203",2018-09-22,"S01",2018,9,3,0,217,0.0895,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2204",2018-09-23,"S01",2018,9,0,3,178,0.084,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"2205",2018-09-24,"S01",2018,9,0,0,128,0.079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2206",2018-09-25,"S01",2018,9,445,0,183,0.066,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2207",2018-09-26,"S01",2018,9,61,445,239,0.26,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"2208",2018-09-27,"S01",2018,9,8,61,211,0.1585,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"2209",2018-09-28,"S01",2018,9,5,8,183,0.111,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2210",2018-09-29,"S01",2018,9,0,5,206,0.097,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2211",2018-09-30,"S01",2018,9,0,0,189,0.091,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2212",2018-10-01,"S01",2018,10,43,0,122,0.113,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2213",2018-10-02,"S01",2018,10,244,43,117,0.1635,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2214",2018-10-03,"S01",2018,10,86,244,200,0.236,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2215",2018-10-04,"S01",2018,10,0,86,183,0.116,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2216",2018-10-05,"S01",2018,10,0,0,172,0.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2217",2018-10-06,"S01",2018,10,0,0,150,0.089,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2218",2018-10-07,"S01",2018,10,0,0,178,0.0835,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2219",2018-10-08,"S01",2018,10,0,0,117,0.08,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2220",2018-10-09,"S01",2018,10,0,0,278,0.078,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2221",2018-10-10,"S01",2018,10,0,0,289,0.081,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2222",2018-10-11,"S01",2018,10,157,0,128,0.211,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2223",2018-10-12,"S01",2018,10,0,157,156,0.1195,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2224",2018-10-13,"S01",2018,10,28,0,100,0.101,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2225",2018-10-14,"S01",2018,10,0,28,139,0.09,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2226",2018-10-15,"S01",2018,10,61,0,172,0.115,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2227",2018-10-16,"S01",2018,10,3,61,139,0.117,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2228",2018-10-17,"S01",2018,10,3,3,144,0.086,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2229",2018-10-18,"S01",2018,10,0,3,78,0.0845,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2230",2018-10-19,"S01",2018,10,0,0,139,0.081,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2231",2018-10-20,"S01",2018,10,0,0,178,0.0815,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2232",2018-10-21,"S01",2018,10,0,0,83,0.083,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"2233",2018-10-22,"S01",2018,10,0,0,94,0.0915,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"2234",2018-10-23,"S01",2018,10,74,0,111,0.0805,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"2235",2018-10-24,"S01",2018,10,25,74,83,0.1395,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2236",2018-10-25,"S01",2018,10,0,25,83,0.1115,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2237",2018-10-26,"S01",2018,10,0,0,78,0.3745,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2238",2018-10-27,"S01",2018,10,328,0,56,0.21,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"2239",2018-10-28,"S01",2018,10,20,328,72,0.227,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2240",2018-10-29,"S01",2018,10,180,20,106,0.1855,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2241",2018-10-30,"S01",2018,10,0,180,94,0.135,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2242",2018-10-31,"S01",2018,10,3,0,83,0.1075,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2243",2018-11-01,"S01",2018,11,8,3,100,0.102,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2244",2018-11-02,"S01",2018,11,193,8,100,0.257,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2245",2018-11-03,"S01",2018,11,389,193,144,0.463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"2246",2018-11-04,"S01",2018,11,0,389,106,0.165,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"2247",2018-11-05,"S01",2018,11,51,0,56,0.1295,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2248",2018-11-06,"S01",2018,11,198,51,106,0.3185,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2249",2018-11-07,"S01",2018,11,0,198,161,0.173,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"2250",2018-11-08,"S01",2018,11,0,0,128,0.133,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2251",2018-11-09,"S01",2018,11,163,0,83,0.2225,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2252",2018-11-10,"S01",2018,11,140,163,78,0.45,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE
"2253",2018-11-11,"S01",2018,11,0,140,50,0.6695,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2254",2018-11-12,"S01",2018,11,0,0,83,0.635,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2255",2018-11-13,"S01",2018,11,381,0,106,0.423,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2256",2018-11-14,"S01",2018,11,0,381,22,0.731,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2257",2018-11-15,"S01",2018,11,0,0,-5,0.718,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2258",2018-11-16,"S01",2018,11,297,0,17,0.6335,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2259",2018-11-17,"S01",2018,11,0,297,78,0.6485,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"2260",2018-11-18,"S01",2018,11,0,0,33,0.9235,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2261",2018-11-19,"S01",2018,11,33,0,17,0.228,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
"2262",2018-11-20,"S01",2018,11,127,33,11,0.039,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2263",2018-11-21,"S01",2018,11,0,127,22,0.049,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2264",2019-03-29,"S01",2019,3,10,0,111,0.145,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2265",2019-03-30,"S01",2019,3,0,10,67,0.123,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2266",2019-03-31,"S01",2019,3,64,0,128,0.151,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2267",2019-04-01,"S01",2019,4,0,64,50,0.1395,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2268",2019-04-02,"S01",2019,4,0,0,72,0.118,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2269",2019-04-03,"S01",2019,4,30,0,150,0.147,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2270",2019-04-04,"S01",2019,4,0,30,67,0.117,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2271",2019-04-05,"S01",2019,4,23,0,72,0.1075,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2272",2019-04-06,"S01",2019,4,18,23,161,0.143,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2273",2019-04-07,"S01",2019,4,0,18,150,0.118,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2274",2019-04-08,"S01",2019,4,178,0,78,0.203,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2275",2019-04-09,"S01",2019,4,43,178,17,0.1595,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2276",2019-04-10,"S01",2019,4,0,43,44,0.175,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE
"2277",2019-04-11,"S01",2019,4,0,0,117,0.129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2278",2019-04-12,"S01",2019,4,0,0,83,0.112,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2279",2019-04-13,"S01",2019,4,41,0,228,0.1495,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2280",2019-04-14,"S01",2019,4,66,41,144,0.1155,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2281",2019-04-15,"S01",2019,4,178,66,178,0.329,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2282",2019-04-16,"S01",2019,4,0,178,100,0.1515,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2283",2019-04-17,"S01",2019,4,0,0,156,0.1215,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2284",2019-04-18,"S01",2019,4,8,0,83,0.113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2285",2019-04-19,"S01",2019,4,0,8,217,0.116,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
